"tick","big-power","big-universalsim","small-power","small-universalsim"
698.0,33.0,33.0,2.0,2.0
699.0,33.0,33.0,2.0,2.0
700.0,33.0,33.0,2.0,2.0
701.0,33.0,33.0,2.0,2.0
702.0,33.0,33.0,2.0,2.0
703.0,33.0,33.0,2.0,2.0
704.0,33.0,33.0,2.0,2.0
705.0,33.0,33.0,2.0,2.0
706.0,33.0,33.0,2.0,2.0
707.0,33.0,33.0,2.0,2.0
708.0,33.0,33.0,2.0,2.0
709.0,33.0,33.0,2.0,2.0
710.0,33.0,33.0,2.0,2.0
711.0,33.0,33.0,2.0,2.0
712.0,33.0,33.0,2.0,2.0
713.0,33.0,33.0,2.0,2.0
714.0,33.0,33.0,2.0,2.0
715.0,33.0,33.0,2.0,2.0
716.0,33.0,33.0,2.0,2.0
717.0,33.0,33.0,2.0,2.0
718.0,33.0,33.0,2.0,2.0
719.0,33.0,33.0,2.0,2.0
720.0,33.0,33.0,2.0,2.0
721.0,33.0,33.0,2.0,2.0
722.0,33.0,33.0,2.0,2.0
723.0,33.0,33.0,2.0,2.0
724.0,33.0,33.0,2.0,2.0
725.0,33.0,33.0,2.0,2.0
726.0,33.0,33.0,2.0,2.0
727.0,33.0,33.0,2.0,2.0
728.0,33.0,33.0,2.0,2.0
729.0,33.0,33.0,2.0,2.0
730.0,33.0,33.0,2.0,2.0
731.0,33.0,33.0,2.0,2.0
732.0,33.0,33.0,2.0,2.0
733.0,33.0,33.0,2.0,2.0
734.0,33.0,33.0,2.0,2.0
735.0,33.0,33.0,2.0,2.0
736.0,33.0,33.0,2.0,2.0
737.0,33.0,33.0,2.0,2.0
738.0,33.0,33.0,2.0,2.0
739.0,33.0,33.0,2.0,2.0
740.0,33.0,33.0,2.0,2.0
741.0,33.0,33.0,2.0,2.0
742.0,33.0,33.0,2.0,2.0
743.0,33.0,33.0,2.0,2.0
744.0,33.0,33.0,2.0,2.0
745.0,33.0,33.0,2.0,2.0
746.0,33.0,33.0,2.0,2.0
747.0,33.0,33.0,2.0,2.0
748.0,33.0,33.0,2.0,2.0
749.0,33.0,33.0,2.0,2.0
750.0,33.0,33.0,2.0,2.0
751.0,33.0,33.0,2.0,2.0
752.0,33.0,33.0,2.0,2.0
753.0,33.0,33.0,2.0,2.0
754.0,33.0,33.0,2.0,2.0
755.0,33.0,33.0,2.0,2.0
756.0,33.0,33.0,2.0,2.0
757.0,33.0,33.0,2.0,2.0
758.0,33.0,33.0,2.0,2.0
759.0,33.0,33.0,2.0,2.0
760.0,33.0,33.0,2.0,2.0
761.0,33.0,33.0,2.0,2.0
762.0,33.0,33.0,2.0,2.0
763.0,33.0,33.0,2.0,2.0
764.0,33.0,33.0,2.0,2.0
765.0,33.0,33.0,2.0,2.0
766.0,33.0,33.0,2.0,2.0
767.0,33.0,33.0,2.0,2.0
768.0,33.0,33.0,2.0,2.0
769.0,33.0,33.0,2.0,2.0
770.0,33.0,33.0,2.0,2.0
771.0,33.0,33.0,2.0,2.0
772.0,33.0,33.0,2.0,2.0
773.0,33.0,33.0,2.0,2.0
774.0,33.0,33.0,2.0,2.0
775.0,33.0,33.0,2.0,2.0
776.0,33.0,33.0,2.0,2.0
777.0,33.0,33.0,2.0,2.0
778.0,33.0,33.0,2.0,2.0
779.0,33.0,33.0,2.0,2.0
780.0,33.0,33.0,2.0,2.0
781.0,33.0,33.0,2.0,2.0
782.0,33.0,33.0,2.0,2.0
783.0,33.0,33.0,2.0,2.0
784.0,33.0,33.0,2.0,2.0
785.0,33.0,33.0,2.0,2.0
786.0,33.0,33.0,2.0,2.0
787.0,33.0,33.0,2.0,2.0
788.0,33.0,33.0,2.0,2.0
789.0,33.0,33.0,2.0,2.0
790.0,33.0,33.0,2.0,2.0
791.0,33.0,33.0,2.0,2.0
792.0,33.0,33.0,2.0,2.0
793.0,33.0,33.0,2.0,2.0
794.0,33.0,33.0,2.0,2.0
795.0,33.0,33.0,2.0,2.0
796.0,33.0,33.0,2.0,2.0
797.0,33.0,33.0,2.0,2.0
798.0,33.0,33.0,2.0,2.0
799.0,33.0,33.0,2.0,2.0
800.0,33.0,33.0,2.0,2.0
